all,DT,B0
,B2,
over,IN,B0
,B2,
the,DT,B0
,B2,
place,NN,B1
,B2,
",",",",B0
,B0,
but,CC,B0
,B0,
in,IN,B0
,B0,
a,DT,B0
,B0,
raw,JJ,B1
,B2,
",",",",B0
,B0,
organic,JJ,B0
,B0,
connotation,NN,B2
,B2,
.,.,B0
,B0,
We,PP,B0
,B0,
all,RB,B0
,B0,
know,VBP,B0
,B0,
that,IN,B0
,B0,
upholstery,NN,B0
,B0,
manufacturing,NN,B1
,B1,
will,MD,B0
,B0,
not,RB,B0
,B0,
come,VB,B0
,B0,
to,TO,B0
,B0,
a,DT,B0
,B0,
grinding,VBG,B0
,B0,
halt,NN,B2
,B1,
as,IN,B0
,B0,
a,DT,B0
,B0,
result,NN,B0
,B0,
of,IN,B0
,B0,
this,DT,B0
,B0,
situation,NN,B2
,B2,
.,.,B0
,B0,
At,IN,B0
,B0,
the,DT,B0
,B0,
time,NN,B1
,B1,
",",",",B0
,B0,
Moore,NP,B0
,B0,
said,VBD,B1
,B0,
a,DT,B0
,B0,
new,JJ,B0
,B0,
business,NN,B0
,B0,
strategy,NN,B1
,B1,
was,VBD,B0
,B0,
being,VBG,B0
,B0,
developed,VBN,B2
,B2,
and,CC,B0
,B2,
would,MD,B0
,B2,
be,VB,B0
,B2,
announced,VBN,B2
,B2,
this,DT,B0
,B2,
summer,NN,B2
,B2,
.,.,B0
,B0,
Traffic,NN,B0
,B2,
is,VBZ,B0
,B2,
higher,JJR,B1
,B2,
than,IN,B0
,B2,
it,PP,B0
,B2,
was,VBD,B0
,B0,
last,JJ,B0
,B0,
October,NP,B1
,B1,
to,TO,B0
,B0,
this,DT,B0
,B0,
point,NN,B0
,B0,
in,IN,B0
,B0,
market,NN,B1
,B1,
",",",",B0
,B0,
he,PP,B0
,B0,
said,VBD,B2
,B2,
",",",",B0
,B0,
and,CC,B0
,B0,
retailers,NNS,B2
,B1,
seemed,VBD,B0
,B0,
more,RBR,B0
,B0,
positive,JJ,B2
,B2,
.,.,B0
,B0,
To,TO,B0
,B0,
his,PP$,B0
,B0,
credit,NN,B2
,B2,
",",",",B0
,B0,
he,PP,B0
,B0,
tried,VBD,B2
,B2,
",",",",B0
,B0,
although,IN,B0
,B0,
unsuccessfully,RB,B1
,B2,
",",",",B0
,B0,
to,TO,B0
,B0,
find,VB,B0
,B0,
a,DT,B0
,B0,
way,NN,B1
,B0,
to,TO,B0
,B0,
compete,VB,B0
,B0,
on,IN,B0
,B0,
things,NNS,B1
,B0,
other,JJ,B0
,B0,
than,IN,B0
,B0,
price,NN,B2
,B2,
.,.,B0
,B0,
In,IN,B0
,B0,
June,NP,B2
,B2,
",",",",B0
,B0,
Woodward,NP,B0
,B0,
was,VBD,B0
,B0,
promoted,VBN,B0
,B0,
to,TO,B0
,B0,
executive,JJ,B0
,B0,
vice,JJ,B0
,B0,
president,NN,B1
,B1,
and,CC,B0
,B0,
general,JJ,B0
,B0,
merchandise,NN,B0
,B0,
manager,NN,B2
,B2,
.,.,B0
,B0,
It,PP,B0
,B0,
can,MD,B0
,B0,
be,VB,B0
,B0,
high,RB,B0
,B0,
paying,VBG,B1
,B1,
",",",",B0
,B0,
but,CC,B0
,B0,
probably,RB,B0
,B0,
more,RBR,B0
,B0,
important,JJ,B1
,B0,
is,VBZ,B0
,B0,
to,TO,B0
,B0,
find,VB,B0
,B0,
something,NN,B0
,B0,
that,IN,B0
,B0,
you,PP,B0
,B0,
ll,MD,B0
,B0,
enjoy,VB,B2
,B2,
.,.,B0
,B0,
Intrigued,VBN,B2
,B2,
",",",",B2
,B0,
Kim,NP,B2
,B0,
quit,VBD,B2
,B0,
his,PP$,B2
,B0,
job,NN,B2
,B2,
",",",",B2
,B0,
went,VBD,B2
,B0,
out,RP,B2
,B0,
on,IN,B2
,B0,
a,DT,B2
,B0,
limb,NN,B2
,B1,
and,CC,B2
,B0,
set,VBD,B2
,B0,
up,RP,B2
,B0,
the,DT,B2
,B0,
department,NN,B2
,B2,
.,.,B0
,B0,
Hearing,VBG,B0
,B0,
it,PP,B1
,B1,
from,IN,B0
,B0,
an,DT,B0
,B0,
independent,JJ,B0
,B0,
organization,NN,B1
,B1,
with,IN,B0
,B0,
a,DT,B0
,B0,
business,NN,B0
,B0,
that,WDT,B0
,B0,
relies,VBZ,B0
,B0,
heavily,RB,B1
,B0,
on,IN,B0
,B0,
streaming,VBG,B0
,B0,
video,NN,B2
,B0,
has,VBZ,B0
,B0,
a,DT,B0
,B0,
lot,NN,B0
,B0,
more,JJR,B0
,B0,
oomph,NN,B2
,B2,
.,.,B0
,B0,
Understanding,VBG,B0
,B0,
the,DT,B0
,B0,
change,NN,B0
,B1,
in,IN,B0
,B0,
behavior,NN,B1
,B0,
you,PP,B0
,B0,
want,VBP,B0
,B0,
to,TO,B0
,B0,
influence,VB,B1
,B0,
will,MD,B0
,B0,
go,VB,B0
,B0,
a,DT,B0
,B0,
long,JJ,B0
,B0,
way,NN,B0
,B0,
toward,IN,B0
,B0,
success,NN,B2
,B2,
.,.,B0
,B0,
The,DT,B0
,B0,
biggest,JJS,B0
,B0,
challenge,NN,B0
,B1,
with,IN,B0
,B0,
retail,NN,B1
,B1,
is,VBZ,B0
,B0,
trying,VBG,B0
,B0,
to,TO,B0
,B0,
sell,VB,B0
,B0,
online,JJ,B2
,B2,
",",",",B0
,B0,
deciding,VBG,B0
,B0,
which,WDT,B0
,B0,
venues,NNS,B0
,B0,
are,VBP,B0
,B0,
best,RBS,B2
,B2,
.,.,B0
,B0,
Whoever,WP,B0
,B0,
owns,VBZ,B0
,B0,
it,PP,B2
,B2,
",",",",B0
,B2,
I,PP,B0
,B2,
would,MD,B0
,B2,
like,VB,B0
,B2,
to,TO,B0
,B2,
see,VB,B0
,B2,
them,PP,B0
,B2,
make,VB,B0
,B2,
it,PP,B0
,B2,
more,RBR,B0
,B2,
competitive,JJ,B1
,B2,
for,IN,B0
,B2,
both,DT,B0
,B2,
markets,NNS,B2
,B2,
.,.,B0
,B0,
That,DT,B0
,B0,
s,VBZ,B0
,B0,
the,DT,B0
,B0,
only,RB,B0
,B0,
paradigmatic,JJ,B0
,B0,
shift,NN,B1
,B0,
I,PP,B0
,B0,
could,MD,B0
,B0,
find,VB,B2
,B2,
",",",",B0
,B2,
and,CC,B0
,B2,
it,PP,B0
,B2,
hasn't,VBZ,B0
,B2,
been,VBN,B0
,B2,
discussed,VBN,B0
,B2,
officially,RB,B0
,B2,
.,.,B0
,B0,
We,PP,B0
,B0,
are,VBP,B0
,B0,
in,IN,B0
,B0,
the,DT,B0
,B0,
process,NN,B1
,B1,
of,IN,B0
,B0,
transferring,VBG,B0
,B0,
the,DT,B0
,B0,
trademark,NN,B1
,B0,
from,IN,B0
,B0,
Pivotal,NP,B2
,B0,
to,TO,B0
,B0,
the,DT,B0
,B0,
foundation,NN,B2
,B2,
.,.,B0
,B0,
Rather,RB,B1
,B1,
",",",",B0
,B0,
it,PP,B0
,B0,
creates,VBZ,B0
,B0,
an,DT,B0
,B0,
opportunity,NN,B1
,B1,
for,IN,B0
,B0,
open,JJ,B0
,B0,
source,NN,B2
,B0,
to,TO,B0
,B0,
continue,VB,B0
,B0,
shaping,VBG,B0
,B0,
the,DT,B0
,B0,
cloud,NN,B0
,B0,
landscape,NN,B2
,B2,
.,.,B0
,B0,
And,CC,B0
,B0,
while,IN,B0
,B0,
we,PP,B0
,B0,
have,VBP,B0
,B0,
begun,VBN,B0
,B0,
the,DT,B0
,B0,
process,NN,B0
,B0,
of,IN,B0
,B0,
examination,NN,B2
,B1,
in,IN,B2
,B0,
this,DT,B2
,B0,
issue,NN,B2
,B2,
",",",",B2
,B0,
it,PP,B2
,B0,
is,VBZ,B2
,B0,
only,RB,B2
,B0,
a,DT,B2
,B0,
beginning,NN,B2
,B2,
.,.,B0
,B0,
I,PP,B0
,B0,
was,VBD,B0
,B0,
not,RB,B0
,B0,
able,JJ,B0
,B0,
to,TO,B0
,B0,
attend,VB,B2
,B2,
",",",",B0
,B0,
but,CC,B0
,B0,
I,PP,B0
,B0,
asked,VBD,B2
,B0,
Greg,NP,B1
,B1,
if,IN,B0
,B0,
he,PP,B0
,B0,
would,MD,B0
,B0,
send,VB,B0
,B0,
me,PP,B0
,B0,
a,DT,B0
,B0,
transcript,NN,B0
,B0,
of,IN,B0
,B0,
the,DT,B0
,B0,
speech,NN,B2
,B2,
.,.,B0
,B0,
Aptly,NP,B0
,B0,
called,VBD,B0
,B0,
Green,NP,B2
,B2,
",",",",B0
,B0,
this,DT,B0
,B0,
electronic,JJ,B0
,B0,
magazine,NN,B1
,B1,
will,MD,B0
,B0,
